date;Year;Variable;Value;Population;Rate
2014-02-01;2014;1st Q (least deprived);790;1003654;78.7123849454095
2014-02-01;2014;2nd Q;501;711100;70.4542258472789
2014-02-01;2014;3rd Q;631;998132;63.2180913947254
2014-02-01;2014;4th Q (most deprived);554;895612;61.8571434951743
2014-02-01;2014;Rural;772;1143119;67.5345261516955
2014-03-01;2014;1st Q (least deprived);776;1004180;77.2769822143441
2014-03-01;2014;2nd Q;492;711533;69.1464766918752
2014-03-01;2014;3rd Q;669;998607;66.9933216971241
2014-03-01;2014;4th Q (most deprived);596;895660;66.5431078757564
2014-03-01;2014;Rural;755;1143339;66.0346581372629
2014-04-01;2014;1st Q (least deprived);744;1004694;74.0523980435834
2014-04-01;2014;2nd Q;473;711951;66.4371564897022
2014-04-01;2014;3rd Q;593;999215;59.3465870708506
2014-04-01;2014;4th Q (most deprived);524;895761;58.4977466087494
2014-04-01;2014;Rural;682;1143483;59.6423383644532
2014-05-01;2014;1st Q (least deprived);798;1005305;79.3788949622254
2014-05-01;2014;2nd Q;539;712224;75.6784382441479
2014-05-01;2014;3rd Q;664;999650;66.4232481368479
2014-05-01;2014;4th Q (most deprived);588;895679;65.6485191681395
2014-05-01;2014;Rural;761;1143397;66.5560605808831
2014-06-01;2014;1st Q (least deprived);735;1005566;73.0931634522249
2014-06-01;2014;2nd Q;464;713049;65.0726668153241
2014-06-01;2014;3rd Q;645;1000745;64.451983272462
2014-06-01;2014;4th Q (most deprived);554;896434;61.8004225631781
2014-06-01;2014;Rural;773;1143585;67.5944507841569
2014-07-01;2014;1st Q (least deprived);897;1000350;89.6686159844055
2014-07-01;2014;2nd Q;594;709530;83.7173903851846
2014-07-01;2014;3rd Q;757;995385;76.0509752507824
2014-07-01;2014;4th Q (most deprived);647;880813;73.4548649940453
2014-07-01;2014;Rural;887;1139352;77.8512698446134
2014-08-01;2014;1st Q (least deprived);479;1001189;47.8431145368157
2014-08-01;2014;2nd Q;298;709938;41.9754964518028
2014-08-01;2014;3rd Q;409;996219;41.0552298239644
2014-08-01;2014;4th Q (most deprived);397;888684;44.6727970797269
2014-08-01;2014;Rural;637;1140147;55.8699886944403
2014-09-01;2014;1st Q (least deprived);697;1002573;69.5211221527011
2014-09-01;2014;2nd Q;451;710645;63.46347332353
2014-09-01;2014;3rd Q;637;997372;63.8678446958607
2014-09-01;2014;4th Q (most deprived);515;889220;57.9159263174468
2014-09-01;2014;Rural;763;1141112;66.8646022476321
2014-10-01;2014;1st Q (least deprived);930;1003545;92.671479604801
2014-10-01;2014;2nd Q;580;710971;81.5785735283155
2014-10-01;2014;3rd Q;819;997652;82.0927537858893
2014-10-01;2014;4th Q (most deprived);716;889307;80.5121291072712
2014-10-01;2014;Rural;943;1141229;82.6302170729976
2014-11-01;2014;1st Q (least deprived);859;1004356;85.5274424606414
2014-11-01;2014;2nd Q;543;711324;76.3365217538
2014-11-01;2014;3rd Q;693;998201;69.4248953868009
2014-11-01;2014;4th Q (most deprived);595;889378;66.900687896485
2014-11-01;2014;Rural;874;1141410;76.571959243392
2014-12-01;2014;1st Q (least deprived);768;1000837;76.7357721587032
2014-12-01;2014;2nd Q;466;708662;65.7577237103161
2014-12-01;2014;3rd Q;624;993696;62.7958651338035
2014-12-01;2014;4th Q (most deprived);555;882764;62.8707106316071
2014-12-01;2014;Rural;676;1137573;59.4247577957634
2015-01-01;2015;1st Q (least deprived);812;999528;81.2383444986033
2015-01-01;2015;2nd Q;529;708867;74.6261287378309
2015-01-01;2015;3rd Q;637;994180;64.0729043030437
2015-01-01;2015;4th Q (most deprived);556;882839;62.9786404995701
2015-01-01;2015;Rural;752;1137612;66.1033814692531
2015-02-01;2015;1st Q (least deprived);730;1000898;72.9345048146764
2015-02-01;2015;2nd Q;489;709309;68.9403348893078
2015-02-01;2015;3rd Q;747;994970;75.0776405318753
2015-02-01;2015;4th Q (most deprived);584;883102;66.1305262585749
2015-02-01;2015;Rural;805;1137668;70.7587802416874
2015-03-01;2015;1st Q (least deprived);957;1003924;95.3259410074866
2015-03-01;2015;2nd Q;622;709914;87.6162464749251
2015-03-01;2015;3rd Q;813;995743;81.6475737213317
2015-03-01;2015;4th Q (most deprived);650;883585;73.5639468755128
2015-03-01;2015;Rural;951;1138046;83.5642847477167
2015-04-01;2015;1st Q (least deprived);826;1006647;82.0545831855656
2015-04-01;2015;2nd Q;469;711528;65.9144826345555
2015-04-01;2015;3rd Q;696;996563;69.8400402182301
2015-04-01;2015;4th Q (most deprived);548;884133;61.9816249365197
2015-04-01;2015;Rural;852;1138458;74.8380704426514
2015-05-01;2015;1st Q (least deprived);793;1008454;78.6352178681427
2015-05-01;2015;2nd Q;488;712303;68.510170531361
2015-05-01;2015;3rd Q;685;997803;68.6508258644241
2015-05-01;2015;4th Q (most deprived);599;884802;67.6987619829069
2015-05-01;2015;Rural;893;1139182;78.3895812960528
2015-06-01;2015;1st Q (least deprived);955;1007375;94.8008437771436
2015-06-01;2015;2nd Q;554;712105;77.7975158157856
2015-06-01;2015;3rd Q;672;997784;67.3492459289786
2015-06-01;2015;4th Q (most deprived);663;884724;74.9386249270959
2015-06-01;2015;Rural;928;1139428;81.4443738437181
2015-07-01;2015;1st Q (least deprived);876;1002218;87.40613319657
2015-07-01;2015;2nd Q;572;709130;80.6622199032618
2015-07-01;2015;3rd Q;777;992507;78.2866015050776
2015-07-01;2015;4th Q (most deprived);681;878134;77.5508065967153
2015-07-01;2015;Rural;884;1135024;77.8838156726201
2015-08-01;2015;1st Q (least deprived);529;1003302;52.7258990812338
2015-08-01;2015;2nd Q;343;709583;48.338249366177
2015-08-01;2015;3rd Q;434;993431;43.6869797701099
2015-08-01;2015;4th Q (most deprived);407;878794;46.313470506171
2015-08-01;2015;Rural;662;1135806;58.2846014196086
2015-09-01;2015;1st Q (least deprived);807;1005203;80.2822912386851
2015-09-01;2015;2nd Q;526;710558;74.0263286037171
2015-09-01;2015;3rd Q;714;994842;71.7701906433383
2015-09-01;2015;4th Q (most deprived);591;879987;67.1600830466814
2015-09-01;2015;Rural;873;1136839;76.7918764222551
2015-10-01;2015;1st Q (least deprived);934;1006372;92.8086234513679
2015-10-01;2015;2nd Q;546;711330;76.7576230441567
2015-10-01;2015;3rd Q;755;995474;75.8432666247436
2015-10-01;2015;4th Q (most deprived);644;879867;73.1928802875889
2015-10-01;2015;Rural;837;1137459;73.5850698794418
2015-11-01;2015;1st Q (least deprived);805;1003549;80.2153158440694
2015-11-01;2015;2nd Q;561;709310;79.0909475405676
2015-11-01;2015;3rd Q;683;991917;68.8565676362034
2015-11-01;2015;4th Q (most deprived);650;875266;74.2631382916736
2015-11-01;2015;Rural;851;1133931;75.0486581635038
2015-12-01;2015;1st Q (least deprived);784;1005602;77.9632498742047
2015-12-01;2015;2nd Q;549;710534;77.2658310510123
2015-12-01;2015;3rd Q;687;993309;69.1627680812315
2015-12-01;2015;4th Q (most deprived);605;876276;69.0421739269363
2015-12-01;2015;Rural;791;1134507;69.7219144527094
2016-01-01;2016;1st Q (least deprived);772;1007632;76.6152722422472
2016-01-01;2016;2nd Q;498;711417;70.0011385727358
2016-01-01;2016;3rd Q;651;994453;65.4631239485426
2016-01-01;2016;4th Q (most deprived);547;877277;62.3520279227656
2016-01-01;2016;Rural;722;1135135;63.6047694767583
2016-02-01;2016;1st Q (least deprived);929;1008633;92.1048587543735
2016-02-01;2016;2nd Q;569;711874;79.929875230729
2016-02-01;2016;3rd Q;794;995124;79.7890514146981
2016-02-01;2016;4th Q (most deprived);660;878213;75.1526110408295
2016-02-01;2016;Rural;904;1135652;79.6018498624579
2016-03-01;2016;1st Q (least deprived);805;1009995;79.7033648681429
2016-03-01;2016;2nd Q;529;712752;74.21936381799
2016-03-01;2016;3rd Q;700;996256;70.2630649150419
2016-03-01;2016;4th Q (most deprived);589;879143;66.9970641863724
2016-03-01;2016;Rural;864;1136633;76.0139816457907
2016-04-01;2016;1st Q (least deprived);846;1011146;83.6674426838459
2016-04-01;2016;2nd Q;539;713291;75.5652321422813
2016-04-01;2016;3rd Q;744;997041;74.6208029559467
2016-04-01;2016;4th Q (most deprived);581;879839;66.0348086411264
2016-04-01;2016;Rural;885;1137142;77.8266918291647
2016-05-01;2016;1st Q (least deprived);885;1013183;87.3484849232567
2016-05-01;2016;2nd Q;608;714280;85.1206809654477
2016-05-01;2016;3rd Q;752;998523;75.3112346936425
2016-05-01;2016;4th Q (most deprived);704;880856;79.9222574404897
2016-05-01;2016;Rural;942;1138171;82.7643649328616
2016-06-01;2016;1st Q (least deprived);889;1006341;88.3398370929933
2016-06-01;2016;2nd Q;532;710606;74.8656780269235
2016-06-01;2016;3rd Q;776;992197;78.210274774062
2016-06-01;2016;4th Q (most deprived);616;873576;70.5147577314395
2016-06-01;2016;Rural;867;1133854;76.4648711386122
2016-07-01;2016;1st Q (least deprived);797;1007506;79.1062286477698
2016-07-01;2016;2nd Q;551;711172;77.4777409684296
2016-07-01;2016;3rd Q;717;993373;72.1783257648436
2016-07-01;2016;4th Q (most deprived);556;874456;63.5823872213125
2016-07-01;2016;Rural;821;1134986;72.3356940085605
2016-08-01;2016;1st Q (least deprived);627;1009161;62.1308195619926
2016-08-01;2016;2nd Q;386;712050;54.2096762867776
2016-08-01;2016;3rd Q;537;1006363;53.3604673462757
2016-08-01;2016;4th Q (most deprived);509;864166;58.9007204634295
2016-08-01;2016;Rural;739;1136395;65.0302051663374
2016-09-01;2016;1st Q (least deprived);885;1019550;86.8030013241136
2016-09-01;2016;2nd Q;566;703884;80.4109768086787
2016-09-01;2016;3rd Q;733;1007757;72.7357884886932
2016-09-01;2016;4th Q (most deprived);552;865203;63.8000561717886
2016-09-01;2016;Rural;843;1137648;74.1002489346441
2016-10-01;2016;1st Q (least deprived);836;1021423;81.8466002821554
2016-10-01;2016;2nd Q;563;705002;79.8579294810511
2016-10-01;2016;3rd Q;741;1009346;73.4138739342109
2016-10-01;2016;4th Q (most deprived);637;866347;73.5271201954875
2016-10-01;2016;Rural;922;1138907;80.954810182043
2016-11-01;2016;1st Q (least deprived);975;1019558;95.6296748198729
2016-11-01;2016;2nd Q;620;703935;88.0763138642062
2016-11-01;2016;3rd Q;820;971741;84.3846251213029
2016-11-01;2016;4th Q (most deprived);643;863527;74.4620608272816
2016-11-01;2016;Rural;947;1137212;83.2738310886625
2016-12-01;2016;1st Q (least deprived);735;1021165;71.9766149446955
2016-12-01;2016;2nd Q;480;721772;66.5029954057514
2016-12-01;2016;3rd Q;622;991159;62.7548153222642
2016-12-01;2016;4th Q (most deprived);539;864518;62.3468799955582
2016-12-01;2016;Rural;720;1137766;63.2819050665954
2017-01-01;2017;1st Q (least deprived);854;1023391;83.448066281607
2017-01-01;2017;2nd Q;487;722144;67.4380732928613
2017-01-01;2017;3rd Q;793;992220;79.921791538167
2017-01-01;2017;4th Q (most deprived);635;865457;73.3716406476578
2017-01-01;2017;Rural;849;1138604;74.5649936237709
2017-02-01;2017;1st Q (least deprived);874;1024885;85.277860442879
2017-02-01;2017;2nd Q;613;722966;84.7896028305619
2017-02-01;2017;3rd Q;785;993421;79.0198717361522
2017-02-01;2017;4th Q (most deprived);655;866725;75.5718365110041
2017-02-01;2017;Rural;870;1139301;76.3626118119795
2017-03-01;2017;1st Q (least deprived);993;1027053;96.6843970077494
2017-03-01;2017;2nd Q;628;722954;86.8658310210608
2017-03-01;2017;3rd Q;824;994464;82.8587057952827
2017-03-01;2017;4th Q (most deprived);718;867863;82.7319519325055
2017-03-01;2017;Rural;953;1140004;83.5961979080775
2017-04-01;2017;1st Q (least deprived);711;1028467;69.1320188202441
2017-04-01;2017;2nd Q;462;723751;63.8341086920778
2017-04-01;2017;3rd Q;611;995444;61.3796456656527
2017-04-01;2017;4th Q (most deprived);523;868932;60.188829505646
2017-04-01;2017;Rural;731;1140869;64.0739646707904
2017-05-01;2017;1st Q (least deprived);1026;1031437;99.4728713435721
2017-05-01;2017;2nd Q;641;724572;88.4660185599223
2017-05-01;2017;3rd Q;808;995520;81.1636129861781
2017-05-01;2017;4th Q (most deprived);727;870156;83.5482373275597
2017-05-01;2017;Rural;934;1141728;81.8058241542644
2017-06-01;2017;1st Q (least deprived);938;1027817;91.2613821332008
2017-06-01;2017;2nd Q;589;722916;81.4755794587476
2017-06-01;2017;3rd Q;833;992292;83.9470639690736
2017-06-01;2017;4th Q (most deprived);682;866240;78.731067602512
2017-06-01;2017;Rural;881;1138859;77.3581277401329
2017-07-01;2017;1st Q (least deprived);805;1030220;78.138649997088
2017-07-01;2017;2nd Q;577;724561;79.6344269150562
2017-07-01;2017;3rd Q;656;994619;65.9549033348448
2017-07-01;2017;4th Q (most deprived);605;868136;69.6895417307887
2017-07-01;2017;Rural;788;1141106;69.0558107660463
2017-08-01;2017;1st Q (least deprived);582;1033932;56.2899687793782
2017-08-01;2017;2nd Q;401;726973;55.1602329109884
2017-08-01;2017;3rd Q;530;997965;53.1080749324876
2017-08-01;2017;4th Q (most deprived);480;870871;55.1172332067551
2017-08-01;2017;Rural;705;1143940;61.6291064216655
2017-09-01;2017;1st Q (least deprived);796;1034265;76.9628673502439
2017-09-01;2017;2nd Q;520;727245;71.5027260414303
2017-09-01;2017;3rd Q;612;998272;61.305936658546
2017-09-01;2017;4th Q (most deprived);551;870675;63.2842334969995
2017-09-01;2017;Rural;779;1143664;68.1144112256747
2017-10-01;2017;1st Q (least deprived);820;1039046;78.9185464358652
2017-10-01;2017;2nd Q;598;728831;82.0491993342764
2017-10-01;2017;3rd Q;781;1001568;77.9777309179207
2017-10-01;2017;4th Q (most deprived);708;874086;80.9988948455873
2017-10-01;2017;Rural;852;1146565;74.3089140170858
2017-11-01;2017;1st Q (least deprived);877;1039035;84.4052414018777
2017-11-01;2017;2nd Q;608;729048;83.3964293160395
2017-11-01;2017;3rd Q;735;1001898;73.3607612750999
2017-11-01;2017;4th Q (most deprived);676;874731;77.2809012142019
2017-11-01;2017;Rural;885;1146329;77.202967036514
2017-12-01;2017;1st Q (least deprived);617;1035321;59.5950434696099
2017-12-01;2017;2nd Q;432;727192;59.4065941319487
2017-12-01;2017;3rd Q;508;998767;50.8627137260242
2017-12-01;2017;4th Q (most deprived);451;870947;51.7827146772421
2017-12-01;2017;Rural;689;1143216;60.2685756672405
2018-01-01;2018;1st Q (least deprived);834;1037057;80.4198804887292
2018-01-01;2018;2nd Q;522;728142;71.6893133482205
2018-01-01;2018;3rd Q;778;1000127;77.7901206546769
2018-01-01;2018;4th Q (most deprived);630;872242;72.2276615893296
2018-01-01;2018;Rural;869;1144267;75.9438138126853
2018-02-01;2018;1st Q (least deprived);918;1039171;88.3396476614532
2018-02-01;2018;2nd Q;505;728960;69.2767778753293
2018-02-01;2018;3rd Q;812;1002018;81.0364684067552
2018-02-01;2018;4th Q (most deprived);671;873893;76.7828555669859
2018-02-01;2018;Rural;827;1145345;72.2053180482737
2018-03-01;2018;1st Q (least deprived);846;1040694;81.2919071312028
2018-03-01;2018;2nd Q;551;729816;75.4984818091135
2018-03-01;2018;3rd Q;754;1003125;75.1651090342679
2018-03-01;2018;4th Q (most deprived);641;875303;73.2317837366032
2018-03-01;2018;Rural;864;1146625;75.3515752752644
2018-04-01;2018;1st Q (least deprived);788;1042399;75.5948537939887
2018-04-01;2018;2nd Q;589;730835;80.5927466528013
2018-04-01;2018;3rd Q;660;1004768;65.6868053122711
2018-04-01;2018;4th Q (most deprived);547;876763;62.3885816349458
2018-04-01;2018;Rural;799;1148046;69.5965144253802
2018-05-01;2018;1st Q (least deprived);923;1043782;88.4284266254831
2018-05-01;2018;2nd Q;553;731750;75.5722582849334
2018-05-01;2018;3rd Q;775;1005789;77.0539347716072
2018-05-01;2018;4th Q (most deprived);697;877474;79.432552987325
2018-05-01;2018;Rural;901;1149448;78.3854511034862
2018-06-01;2018;1st Q (least deprived);866;1039958;83.2725937008995
2018-06-01;2018;2nd Q;514;729648;70.4449268688464
2018-06-01;2018;3rd Q;732;1002128;73.0445611738221
2018-06-01;2018;4th Q (most deprived);652;873135;74.6734468323913
2018-06-01;2018;Rural;871;1146870;75.9458351862025
2018-07-01;2018;1st Q (least deprived);890;1045273;85.1452204352356
2018-07-01;2018;2nd Q;585;733295;79.7768974287292
2018-07-01;2018;3rd Q;838;1007924;83.1411892166473
2018-07-01;2018;4th Q (most deprived);729;877438;83.0827933141715
2018-07-01;2018;Rural;970;1152881;84.1370444998226
2018-08-01;2018;1st Q (least deprived);571;1046841;54.5450550752216
2018-08-01;2018;2nd Q;358;734284;48.7549776380801
2018-08-01;2018;3rd Q;500;1009801;49.5147063629369
2018-08-01;2018;4th Q (most deprived);453;879256;51.5208312482372
2018-08-01;2018;Rural;748;1154548;64.7872587367524
2018-09-01;2018;1st Q (least deprived);725;1048726;69.1314985992528
2018-09-01;2018;2nd Q;457;735664;62.1207507775289
2018-09-01;2018;3rd Q;581;1011680;57.4292266329274
2018-09-01;2018;4th Q (most deprived);537;881006;60.9530468577967
2018-09-01;2018;Rural;738;1156644;63.8052849450652
2018-10-01;2018;1st Q (least deprived);835;1050278;79.5027602215794
2018-10-01;2018;2nd Q;577;736637;78.328946278832
2018-10-01;2018;3rd Q;688;1013285;67.8979753968528
2018-10-01;2018;4th Q (most deprived);609;882562;69.0036507350192
2018-10-01;2018;Rural;812;1157858;70.1294977449739
2018-11-01;2018;1st Q (least deprived);754;1053090;71.5988187144499
2018-11-01;2018;2nd Q;458;738441;62.0225583357371
2018-11-01;2018;3rd Q;638;1015539;62.823781262955
2018-11-01;2018;4th Q (most deprived);531;885277;59.9812262150717
2018-11-01;2018;Rural;746;1159868;64.3176637341491
2018-12-01;2018;1st Q (least deprived);785;1049029;74.8311057177638
2018-12-01;2018;2nd Q;492;734239;67.0081540206935
2018-12-01;2018;3rd Q;588;1011916;58.1075899580598
2018-12-01;2018;4th Q (most deprived);494;881400;56.047197640118
2018-12-01;2018;Rural;803;1157133;69.3956528765492
2019-01-01;2019;1st Q (least deprived);897;1052216;85.2486561694557
2019-01-01;2019;2nd Q;577;737998;78.1844937249153
2019-01-01;2019;3rd Q;733;1013304;72.337620299535
2019-01-01;2019;4th Q (most deprived);678;883951;76.7010841098658
2019-01-01;2019;Rural;893;1159034;77.0469201076069
2019-02-01;2019;1st Q (least deprived);848;1054178;80.4418229179512
2019-02-01;2019;2nd Q;548;738888;74.1655027554921
2019-02-01;2019;3rd Q;724;1015021;71.3285734974941
2019-02-01;2019;4th Q (most deprived);614;886114;69.2913101474528
2019-02-01;2019;Rural;851;1160443;73.3340629397566
2019-03-01;2019;1st Q (least deprived);918;1057099;86.8414405840891
2019-03-01;2019;2nd Q;608;740679;82.0868419382756
2019-03-01;2019;3rd Q;755;1008553;74.8597247740079
2019-03-01;2019;4th Q (most deprived);650;897964;72.3859753843139
2019-03-01;2019;Rural;932;1162495;80.1723878382273
2019-04-01;2019;1st Q (least deprived);866;1059236;81.757039979759
2019-04-01;2019;2nd Q;603;742079;81.2581948822161
2019-04-01;2019;3rd Q;704;1010362;69.6779965992387
2019-04-01;2019;4th Q (most deprived);615;899899;68.3410027125266
2019-04-01;2019;Rural;872;1164214;74.9003190135147
2019-05-01;2019;1st Q (least deprived);906;1061602;85.3427178923928
2019-05-01;2019;2nd Q;654;743158;88.0028203962011
2019-05-01;2019;3rd Q;717;1012148;70.83944245308
2019-05-01;2019;4th Q (most deprived);654;901937;72.5106077253733
2019-05-01;2019;Rural;958;1165831;82.1731451642648
2019-06-01;2019;1st Q (least deprived);776;1059900;73.2144541937919
2019-06-01;2019;2nd Q;447;743701;60.1048001817935
2019-06-01;2019;3rd Q;679;1011418;67.1334700390936
2019-06-01;2019;4th Q (most deprived);596;901534;66.1095421803282
2019-06-01;2019;Rural;788;1165687;67.5996215107486
2019-07-01;2019;1st Q (least deprived);930;1060147;87.7236836023684
2019-07-01;2019;2nd Q;642;743322;86.3690298417106
2019-07-01;2019;3rd Q;847;1011404;83.7449723354861
2019-07-01;2019;4th Q (most deprived);720;900513;79.954425977193
2019-07-01;2019;Rural;985;1165201;84.5347712540583
2019-08-01;2019;1st Q (least deprived);543;1061617;51.1483896734887
2019-08-01;2019;2nd Q;366;744879;49.1354971747089
2019-08-01;2019;3rd Q;494;1013204;48.7562228337038
2019-08-01;2019;4th Q (most deprived);424;902307;46.9906583901045
2019-08-01;2019;Rural;677;1167308;57.9966898196534
2019-09-01;2019;1st Q (least deprived);731;1063956;68.7058487381057
2019-09-01;2019;2nd Q;500;746898;66.9435451694877
2019-09-01;2019;3rd Q;671;1015673;66.0645699944766
2019-09-01;2019;4th Q (most deprived);595;904699;65.7677304827352
2019-09-01;2019;Rural;883;1170299;75.4508035980549
2019-10-01;2019;1st Q (least deprived);975;1066046;91.4594679779297
2019-10-01;2019;2nd Q;632;748658;84.4177181035934
2019-10-01;2019;3rd Q;835;1017936;82.0287326511686
2019-10-01;2019;4th Q (most deprived);681;907330;75.0553822754676
2019-10-01;2019;Rural;993;1172462;84.6935764229459
2019-11-01;2019;1st Q (least deprived);793;1066657;74.3444237463402
2019-11-01;2019;2nd Q;548;749053;73.1590421505554
2019-11-01;2019;3rd Q;718;1018627;70.4870379442131
2019-11-01;2019;4th Q (most deprived);524;907368;57.7494467514834
2019-11-01;2019;Rural;805;1173457;68.6007241850362
2019-12-01;2019;1st Q (least deprived);675;1065934;63.3247461850359
2019-12-01;2019;2nd Q;456;749123;60.8711786982912
2019-12-01;2019;3rd Q;598;1018168;58.7329399470421
2019-12-01;2019;4th Q (most deprived);580;906881;63.955469350444
2019-12-01;2019;Rural;762;1172726;64.9768147035198
2020-01-01;2020;1st Q (least deprived);829;1069465;77.515393210624
2020-01-01;2020;2nd Q;523;751361;69.6070197947458
2020-01-01;2020;3rd Q;741;1021056;72.5719255359158
2020-01-01;2020;4th Q (most deprived);620;910080;68.1258790436006
2020-01-01;2020;Rural;849;1175444;72.2280261756409
2020-02-01;2020;1st Q (least deprived);837;1072460;78.0448688062958
2020-02-01;2020;2nd Q;578;753166;76.7427101064042
2020-02-01;2020;3rd Q;737;1023118;72.0347017646058
2020-02-01;2020;4th Q (most deprived);668;912471;73.2078060563021
2020-02-01;2020;Rural;867;1177359;73.639391213725
2020-03-01;2020;1st Q (least deprived);548;1073605;51.0429813572031
2020-03-01;2020;2nd Q;398;753949;52.7887164781703
2020-03-01;2020;3rd Q;513;1024027;50.0963353505328
2020-03-01;2020;4th Q (most deprived);458;913508;50.1363972729303
2020-03-01;2020;Rural;644;1178265;54.6566349675158
2020-04-01;2020;1st Q (least deprived);310;1072378;28.9077172414951
2020-04-01;2020;2nd Q;217;753180;28.8111739557609
2020-04-01;2020;3rd Q;277;1022609;27.0875769722348
2020-04-01;2020;4th Q (most deprived);250;912965;27.383306041305
2020-04-01;2020;Rural;392;1177439;33.2925952002609
2020-05-01;2020;1st Q (least deprived);452;1071401;42.1877522981591
2020-05-01;2020;2nd Q;315;753066;41.8290030355905
2020-05-01;2020;3rd Q;400;1022233;39.1300222160701
2020-05-01;2020;4th Q (most deprived);411;913088;45.0120908389991
2020-05-01;2020;Rural;610;1178099;51.7783310231144
2020-06-01;2020;1st Q (least deprived);653;1066055;61.2538752690996
2020-06-01;2020;2nd Q;468;751041;62.3135088497166
2020-06-01;2020;3rd Q;566;1018450;55.5746477490304
2020-06-01;2020;4th Q (most deprived);544;908291;59.8926995863661
2020-06-01;2020;Rural;785;1177337;66.6758965359961
2020-07-01;2020;1st Q (least deprived);685;1067036;64.1965219542733
2020-07-01;2020;2nd Q;468;751755;62.2543248797813
2020-07-01;2020;3rd Q;603;1019515;59.1457702927372
2020-07-01;2020;4th Q (most deprived);532;909511;58.4929703983789
2020-07-01;2020;Rural;794;1179213;67.3330433093936
2020-08-01;2020;1st Q (least deprived);410;1067927;38.392137290283
2020-08-01;2020;2nd Q;289;752568;38.4018454146336
2020-08-01;2020;3rd Q;379;1020530;37.1375657746465
2020-08-01;2020;4th Q (most deprived);349;910574;38.3274725612636
2020-08-01;2020;Rural;533;1181073;45.1284552267303
2020-09-01;2020;1st Q (least deprived);575;1069933;53.741682890424
2020-09-01;2020;2nd Q;442;753885;58.6296318404001
2020-09-01;2020;3rd Q;550;1021967;53.8177847229901
2020-09-01;2020;4th Q (most deprived);429;911839;47.0477792680506
2020-09-01;2020;Rural;767;1183900;64.7858771855731
